rho,betak1,betak2,psii1,Li1,gammai1,psii2,Li2,gammai2,psii3,Li3,gammai3,psii4,Li4,gammai4,psii5,Li5,gammai5,psii6,Li6,gammai6,psii7,Li7,gammai7,psii8,Li8,gammai8,psii9,Li9,gammai9,psii10,Li10,gammai10,beta,eta,L,gamma
2.450000e+00,3.044342e-01,6.638526e-01,1.079519e-03,5.465266e+00,1.827762e-01,1.079519e-03,5.465266e+00,1.827762e-01,1.079519e-03,5.465266e+00,1.827762e-01,6.732394e-08,5.931052e+00,1.686041e-01,6.732394e-08,5.931052e+00,1.686041e-01,6.732394e-08,5.931052e+00,1.686041e-01,6.732394e-08,5.931052e+00,1.686041e-01,9.270171e-08,5.924855e+00,1.687805e-01,9.270171e-08,5.924855e+00,1.687805e-01,9.270171e-08,5.924855e+00,1.687805e-01,5.919689e-01,9.996761e-01,5.789457e+01,1.726718e-01
2.460000e+00,3.068187e-01,6.653239e-01,1.041007e-03,5.470620e+00,1.826043e-01,1.041007e-03,5.470620e+00,1.826043e-01,1.041007e-03,5.470620e+00,1.826043e-01,6.480953e-08,5.931524e+00,1.685907e-01,6.480953e-08,5.931524e+00,1.685907e-01,6.480953e-08,5.931524e+00,1.685907e-01,6.480953e-08,5.931524e+00,1.685907e-01,8.951727e-08,5.925325e+00,1.687671e-01,8.951727e-08,5.925325e+00,1.687671e-01,8.951727e-08,5.925325e+00,1.687671e-01,5.936229e-01,9.996876e-01,5.791393e+01,1.726161e-01
2.470000e+00,3.091892e-01,6.667823e-01,1.004049e-03,5.475875e+00,1.824359e-01,1.004049e-03,5.475875e+00,1.824359e-01,1.004049e-03,5.475875e+00,1.824359e-01,6.240383e-08,5.931989e+00,1.685775e-01,6.240383e-08,5.931989e+00,1.685775e-01,6.240383e-08,5.931989e+00,1.685775e-01,6.240383e-08,5.931989e+00,1.685775e-01,8.646175e-08,5.925789e+00,1.687539e-01,8.646175e-08,5.925789e+00,1.687539e-01,8.646175e-08,5.925789e+00,1.687539e-01,5.952637e-01,9.996987e-01,5.793295e+01,1.725613e-01
2.480000e+00,3.115456e-01,6.682278e-01,9.685780e-04,5.481033e+00,1.822707e-01,9.685780e-04,5.481033e+00,1.822707e-01,9.685780e-04,5.481033e+00,1.822707e-01,6.010150e-08,5.932448e+00,1.685645e-01,6.010150e-08,5.932448e+00,1.685645e-01,6.010150e-08,5.932448e+00,1.685645e-01,6.010150e-08,5.932448e+00,1.685645e-01,8.352916e-08,5.926248e+00,1.687408e-01,8.352916e-08,5.926248e+00,1.687408e-01,8.352916e-08,5.926248e+00,1.687408e-01,5.968914e-01,9.997094e-01,5.795163e+01,1.725075e-01
2.490000e+00,3.138881e-01,6.696607e-01,9.345265e-04,5.486095e+00,1.821087e-01,9.345265e-04,5.486095e+00,1.821087e-01,9.345265e-04,5.486095e+00,1.821087e-01,5.789753e-08,5.932901e+00,1.685516e-01,5.789753e-08,5.932901e+00,1.685516e-01,5.789753e-08,5.932901e+00,1.685516e-01,5.789753e-08,5.932901e+00,1.685516e-01,8.071379e-08,5.926700e+00,1.687279e-01,8.071379e-08,5.926700e+00,1.687279e-01,8.071379e-08,5.926700e+00,1.687279e-01,5.985062e-01,9.997196e-01,5.796999e+01,1.724547e-01
2.500000e+00,3.162167e-01,6.710811e-01,9.018321e-04,5.491066e+00,1.819498e-01,9.018321e-04,5.491066e+00,1.819498e-01,9.018321e-04,5.491066e+00,1.819498e-01,5.578714e-08,5.933347e+00,1.685389e-01,5.578714e-08,5.933347e+00,1.685389e-01,5.578714e-08,5.933347e+00,1.685389e-01,5.578714e-08,5.933347e+00,1.685389e-01,7.801026e-08,5.927147e+00,1.687152e-01,7.801026e-08,5.927147e+00,1.687152e-01,7.801026e-08,5.927147e+00,1.687152e-01,6.001082e-01,9.997294e-01,5.798803e+01,1.724027e-01
2.510000e+00,3.185314e-01,6.724892e-01,8.704349e-04,5.495946e+00,1.817939e-01,8.704349e-04,5.495946e+00,1.817939e-01,8.704349e-04,5.495946e+00,1.817939e-01,5.376583e-08,5.933788e+00,1.685264e-01,5.376583e-08,5.933788e+00,1.685264e-01,5.376583e-08,5.933788e+00,1.685264e-01,5.376583e-08,5.933788e+00,1.685264e-01,7.541346e-08,5.927588e+00,1.687027e-01,7.541346e-08,5.927588e+00,1.687027e-01,7.541346e-08,5.927588e+00,1.687027e-01,6.016977e-01,9.997388e-01,5.800576e+01,1.723517e-01
2.520000e+00,3.208325e-01,6.738852e-01,8.402781e-04,5.500739e+00,1.816410e-01,8.402781e-04,5.500739e+00,1.816410e-01,8.402781e-04,5.500739e+00,1.816410e-01,5.182933e-08,5.934223e+00,1.685140e-01,5.182933e-08,5.934223e+00,1.685140e-01,5.182933e-08,5.934223e+00,1.685140e-01,5.182933e-08,5.934223e+00,1.685140e-01,7.291855e-08,5.928024e+00,1.686903e-01,7.291855e-08,5.928024e+00,1.686903e-01,7.291855e-08,5.928024e+00,1.686903e-01,6.032747e-01,9.997479e-01,5.802318e+01,1.723015e-01
2.530000e+00,3.231199e-01,6.752692e-01,8.113073e-04,5.505446e+00,1.814910e-01,8.113073e-04,5.505446e+00,1.814910e-01,8.113073e-04,5.505446e+00,1.814910e-01,4.997361e-08,5.934653e+00,1.685019e-01,4.997361e-08,5.934653e+00,1.685019e-01,4.997361e-08,5.934653e+00,1.685019e-01,4.997361e-08,5.934653e+00,1.685019e-01,7.052091e-08,5.928454e+00,1.686780e-01,7.052091e-08,5.928454e+00,1.686780e-01,7.052091e-08,5.928454e+00,1.686780e-01,6.048393e-01,9.997566e-01,5.804031e+01,1.722521e-01
2.540000e+00,3.253937e-01,6.766413e-01,7.834709e-04,5.510070e+00,1.813437e-01,7.834709e-04,5.510070e+00,1.813437e-01,7.834709e-04,5.510070e+00,1.813437e-01,4.819486e-08,5.935076e+00,1.684898e-01,4.819486e-08,5.935076e+00,1.684898e-01,4.819486e-08,5.935076e+00,1.684898e-01,4.819486e-08,5.935076e+00,1.684898e-01,6.821619e-08,5.928879e+00,1.686659e-01,6.821619e-08,5.928879e+00,1.686659e-01,6.821619e-08,5.928879e+00,1.686659e-01,6.063918e-01,9.997649e-01,5.805715e+01,1.722036e-01
2.550000e+00,3.276540e-01,6.780017e-01,7.567196e-04,5.514612e+00,1.811992e-01,7.567196e-04,5.514612e+00,1.811992e-01,7.567196e-04,5.514612e+00,1.811992e-01,4.648944e-08,5.935495e+00,1.684779e-01,4.648944e-08,5.935495e+00,1.684779e-01,4.648944e-08,5.935495e+00,1.684779e-01,4.648944e-08,5.935495e+00,1.684779e-01,6.600024e-08,5.929299e+00,1.686540e-01,6.600024e-08,5.929299e+00,1.686540e-01,6.600024e-08,5.929299e+00,1.686540e-01,6.079322e-01,9.997729e-01,5.807371e+01,1.721559e-01
2.560000e+00,3.299009e-01,6.793506e-01,7.310066e-04,5.519075e+00,1.810573e-01,7.310066e-04,5.519075e+00,1.810573e-01,7.310066e-04,5.519075e+00,1.810573e-01,4.485394e-08,5.935908e+00,1.684662e-01,4.485394e-08,5.935908e+00,1.684662e-01,4.485394e-08,5.935908e+00,1.684662e-01,4.485394e-08,5.935908e+00,1.684662e-01,6.386913e-08,5.929714e+00,1.686422e-01,6.386913e-08,5.929714e+00,1.686422e-01,6.386913e-08,5.929714e+00,1.686422e-01,6.094607e-01,9.997807e-01,5.809000e+01,1.721089e-01
2.570000e+00,3.321344e-01,6.806881e-01,7.062871e-04,5.523460e+00,1.809181e-01,7.062871e-04,5.523460e+00,1.809181e-01,7.062871e-04,5.523460e+00,1.809181e-01,4.328509e-08,5.936316e+00,1.684546e-01,4.328509e-08,5.936316e+00,1.684546e-01,4.328509e-08,5.936316e+00,1.684546e-01,4.328509e-08,5.936316e+00,1.684546e-01,6.181912e-08,5.930123e+00,1.686305e-01,6.181912e-08,5.930123e+00,1.686305e-01,6.181912e-08,5.930123e+00,1.686305e-01,6.109774e-01,9.997881e-01,5.810601e+01,1.720628e-01
2.580000e+00,3.343547e-01,6.820144e-01,6.825185e-04,5.527770e+00,1.807813e-01,6.825185e-04,5.527770e+00,1.807813e-01,6.825185e-04,5.527770e+00,1.807813e-01,4.177982e-08,5.936718e+00,1.684432e-01,4.177982e-08,5.936718e+00,1.684432e-01,4.177982e-08,5.936718e+00,1.684432e-01,4.177982e-08,5.936718e+00,1.684432e-01,5.984666e-08,5.930528e+00,1.686190e-01,5.984666e-08,5.930528e+00,1.686190e-01,5.984666e-08,5.930528e+00,1.686190e-01,6.124825e-01,9.997952e-01,5.812177e+01,1.720173e-01
2.590000e+00,3.365618e-01,6.833296e-01,6.596602e-04,5.532006e+00,1.806470e-01,6.596602e-04,5.532006e+00,1.806470e-01,6.596602e-04,5.532006e+00,1.806470e-01,4.033520e-08,5.937116e+00,1.684319e-01,4.033520e-08,5.937116e+00,1.684319e-01,4.033520e-08,5.937116e+00,1.684319e-01,4.033520e-08,5.937116e+00,1.684319e-01,5.794836e-08,5.930928e+00,1.686077e-01,5.794836e-08,5.930928e+00,1.686077e-01,5.794836e-08,5.930928e+00,1.686077e-01,6.139760e-01,9.998021e-01,5.813727e+01,1.719727e-01
2.600000e+00,3.387559e-01,6.846338e-01,6.376735e-04,5.536170e+00,1.805151e-01,6.376735e-04,5.536170e+00,1.805151e-01,6.376735e-04,5.536170e+00,1.805151e-01,3.894847e-08,5.937509e+00,1.684208e-01,3.894847e-08,5.937509e+00,1.684208e-01,3.894847e-08,5.937509e+00,1.684208e-01,3.894847e-08,5.937509e+00,1.684208e-01,5.612103e-08,5.931324e+00,1.685964e-01,5.612103e-08,5.931324e+00,1.685964e-01,5.612103e-08,5.931324e+00,1.685964e-01,6.154582e-01,9.998087e-01,5.815252e+01,1.719287e-01
2.610000e+00,3.409369e-01,6.859272e-01,6.165214e-04,5.540264e+00,1.803855e-01,6.165214e-04,5.540264e+00,1.803855e-01,6.165214e-04,5.540264e+00,1.803855e-01,3.761698e-08,5.937896e+00,1.684098e-01,3.761698e-08,5.937896e+00,1.684098e-01,3.761698e-08,5.937896e+00,1.684098e-01,3.761698e-08,5.937896e+00,1.684098e-01,5.436161e-08,5.931714e+00,1.685853e-01,5.436161e-08,5.931714e+00,1.685853e-01,5.436161e-08,5.931714e+00,1.685853e-01,6.169291e-01,9.998150e-01,5.816752e+01,1.718854e-01
2.620000e+00,3.431050e-01,6.872099e-01,5.961687e-04,5.544290e+00,1.802582e-01,5.961687e-04,5.544290e+00,1.802582e-01,5.961687e-04,5.544290e+00,1.802582e-01,3.633825e-08,5.938280e+00,1.683989e-01,3.633825e-08,5.938280e+00,1.683989e-01,3.633825e-08,5.938280e+00,1.683989e-01,3.633825e-08,5.938280e+00,1.683989e-01,5.266719e-08,5.932100e+00,1.685743e-01,5.266719e-08,5.932100e+00,1.685743e-01,5.266719e-08,5.932100e+00,1.685743e-01,6.183889e-01,9.998211e-01,5.818229e+01,1.718429e-01
2.630000e+00,3.452602e-01,6.884820e-01,5.765818e-04,5.548248e+00,1.801331e-01,5.765818e-04,5.548248e+00,1.801331e-01,5.765818e-04,5.548248e+00,1.801331e-01,3.510990e-08,5.938658e+00,1.683882e-01,3.510990e-08,5.938658e+00,1.683882e-01,3.510990e-08,5.938658e+00,1.683882e-01,3.510990e-08,5.938658e+00,1.683882e-01,5.103501e-08,5.932482e+00,1.685635e-01,5.103501e-08,5.932482e+00,1.685635e-01,5.103501e-08,5.932482e+00,1.685635e-01,6.198376e-01,9.998270e-01,5.819682e+01,1.718010e-01
2.640000e+00,3.474027e-01,6.897437e-01,5.577286e-04,5.552141e+00,1.800102e-01,5.577286e-04,5.552141e+00,1.800102e-01,5.577286e-04,5.552141e+00,1.800102e-01,3.392967e-08,5.939032e+00,1.683776e-01,3.392967e-08,5.939032e+00,1.683776e-01,3.392967e-08,5.939032e+00,1.683776e-01,3.392967e-08,5.939032e+00,1.683776e-01,4.946244e-08,5.932859e+00,1.685528e-01,4.946244e-08,5.932859e+00,1.685528e-01,4.946244e-08,5.932859e+00,1.685528e-01,6.212755e-01,9.998327e-01,5.821113e+01,1.717597e-01
2.650000e+00,3.495325e-01,6.909951e-01,5.395785e-04,5.555971e+00,1.798894e-01,5.395785e-04,5.555971e+00,1.798894e-01,5.395785e-04,5.555971e+00,1.798894e-01,3.279543e-08,5.939401e+00,1.683671e-01,3.279543e-08,5.939401e+00,1.683671e-01,3.279543e-08,5.939401e+00,1.683671e-01,3.279543e-08,5.939401e+00,1.683671e-01,4.794697e-08,5.933232e+00,1.685422e-01,4.794697e-08,5.933232e+00,1.685422e-01,4.794697e-08,5.933232e+00,1.685422e-01,6.227026e-01,9.998381e-01,5.822521e+01,1.717191e-01
2.660000e+00,3.516498e-01,6.922364e-01,5.221023e-04,5.559738e+00,1.797707e-01,5.221023e-04,5.559738e+00,1.797707e-01,5.221023e-04,5.559738e+00,1.797707e-01,3.170515e-08,5.939766e+00,1.683568e-01,3.170515e-08,5.939766e+00,1.683568e-01,3.170515e-08,5.939766e+00,1.683568e-01,3.170515e-08,5.939766e+00,1.683568e-01,4.648621e-08,5.933601e+00,1.685317e-01,4.648621e-08,5.933601e+00,1.685317e-01,4.648621e-08,5.933601e+00,1.685317e-01,6.241190e-01,9.998433e-01,5.823908e+01,1.716791e-01
2.670000e+00,3.537545e-01,6.934676e-01,5.052721e-04,5.563444e+00,1.796540e-01,5.052721e-04,5.563444e+00,1.796540e-01,5.052721e-04,5.563444e+00,1.796540e-01,3.065688e-08,5.940126e+00,1.683466e-01,3.065688e-08,5.940126e+00,1.683466e-01,3.065688e-08,5.940126e+00,1.683466e-01,3.065688e-08,5.940126e+00,1.683466e-01,4.507789e-08,5.933965e+00,1.685214e-01,4.507789e-08,5.933965e+00,1.685214e-01,4.507789e-08,5.933965e+00,1.685214e-01,6.255249e-01,9.998484e-01,5.825273e+01,1.716397e-01
2.680000e+00,3.558468e-01,6.946888e-01,4.890613e-04,5.567090e+00,1.795392e-01,4.890613e-04,5.567090e+00,1.795392e-01,4.890613e-04,5.567090e+00,1.795392e-01,2.964880e-08,5.940482e+00,1.683365e-01,2.964880e-08,5.940482e+00,1.683365e-01,2.964880e-08,5.940482e+00,1.683365e-01,2.964880e-08,5.940482e+00,1.683365e-01,4.371984e-08,5.934325e+00,1.685111e-01,4.371984e-08,5.934325e+00,1.685111e-01,4.371984e-08,5.934325e+00,1.685111e-01,6.269204e-01,9.998533e-01,5.826618e+01,1.716010e-01
2.690000e+00,3.579268e-01,6.959003e-01,4.734445e-04,5.570678e+00,1.794264e-01,4.734445e-04,5.570678e+00,1.794264e-01,4.734445e-04,5.570678e+00,1.794264e-01,2.867915e-08,5.940834e+00,1.683265e-01,2.867915e-08,5.940834e+00,1.683265e-01,2.867915e-08,5.940834e+00,1.683265e-01,2.867915e-08,5.940834e+00,1.683265e-01,4.241000e-08,5.934682e+00,1.685010e-01,4.241000e-08,5.934682e+00,1.685010e-01,4.241000e-08,5.934682e+00,1.685010e-01,6.283056e-01,9.998579e-01,5.827942e+01,1.715628e-01
2.700000e+00,3.599945e-01,6.971021e-01,4.583973e-04,5.574210e+00,1.793154e-01,4.583973e-04,5.574210e+00,1.793154e-01,4.583973e-04,5.574210e+00,1.793154e-01,2.774627e-08,5.941182e+00,1.683167e-01,2.774627e-08,5.941182e+00,1.683167e-01,2.774627e-08,5.941182e+00,1.683167e-01,2.774627e-08,5.941182e+00,1.683167e-01,4.114640e-08,5.935034e+00,1.684910e-01,4.114640e-08,5.935034e+00,1.684910e-01,4.114640e-08,5.935034e+00,1.684910e-01,6.296806e-01,9.998625e-01,5.829246e+01,1.715252e-01
2.710000e+00,3.620501e-01,6.982943e-01,4.438967e-04,5.577685e+00,1.792063e-01,4.438967e-04,5.577685e+00,1.792063e-01,4.438967e-04,5.577685e+00,1.792063e-01,2.684857e-08,5.941526e+00,1.683069e-01,2.684857e-08,5.941526e+00,1.683069e-01,2.684857e-08,5.941526e+00,1.683069e-01,2.684857e-08,5.941526e+00,1.683069e-01,3.992715e-08,5.935383e+00,1.684811e-01,3.992715e-08,5.935383e+00,1.684811e-01,3.992715e-08,5.935383e+00,1.684811e-01,6.310455e-01,9.998668e-01,5.830531e+01,1.714881e-01
2.720000e+00,3.640936e-01,6.994771e-01,4.299204e-04,5.581107e+00,1.790989e-01,4.299204e-04,5.581107e+00,1.790989e-01,4.299204e-04,5.581107e+00,1.790989e-01,2.598455e-08,5.941866e+00,1.682973e-01,2.598455e-08,5.941866e+00,1.682973e-01,2.598455e-08,5.941866e+00,1.682973e-01,2.598455e-08,5.941866e+00,1.682973e-01,3.875047e-08,5.935727e+00,1.684713e-01,3.875047e-08,5.935727e+00,1.684713e-01,3.875047e-08,5.935727e+00,1.684713e-01,6.324004e-01,9.998710e-01,5.831796e+01,1.714516e-01
2.730000e+00,3.661251e-01,7.006505e-01,4.164473e-04,5.584475e+00,1.789933e-01,4.164473e-04,5.584475e+00,1.789933e-01,4.164473e-04,5.584475e+00,1.789933e-01,2.515278e-08,5.942201e+00,1.682878e-01,2.515278e-08,5.942201e+00,1.682878e-01,2.515278e-08,5.942201e+00,1.682878e-01,2.515278e-08,5.942201e+00,1.682878e-01,3.761465e-08,5.936068e+00,1.684617e-01,3.761465e-08,5.936068e+00,1.684617e-01,3.761465e-08,5.936068e+00,1.684617e-01,6.337454e-01,9.998750e-01,5.833044e+01,1.714157e-01
2.740000e+00,3.681447e-01,7.018147e-01,4.034571e-04,5.587792e+00,1.788894e-01,4.034571e-04,5.587792e+00,1.788894e-01,4.034571e-04,5.587792e+00,1.788894e-01,2.435188e-08,5.942533e+00,1.682784e-01,2.435188e-08,5.942533e+00,1.682784e-01,2.435188e-08,5.942533e+00,1.682784e-01,2.435188e-08,5.942533e+00,1.682784e-01,3.651804e-08,5.936405e+00,1.684521e-01,3.651804e-08,5.936405e+00,1.684521e-01,3.651804e-08,5.936405e+00,1.684521e-01,6.350807e-01,9.998789e-01,5.834273e+01,1.713802e-01
2.750000e+00,3.701524e-01,7.029698e-01,3.909304e-04,5.591058e+00,1.787871e-01,3.909304e-04,5.591058e+00,1.787871e-01,3.909304e-04,5.591058e+00,1.787871e-01,2.358056e-08,5.942862e+00,1.682691e-01,2.358056e-08,5.942862e+00,1.682691e-01,2.358056e-08,5.942862e+00,1.682691e-01,2.358056e-08,5.942862e+00,1.682691e-01,3.545910e-08,5.936739e+00,1.684426e-01,3.545910e-08,5.936739e+00,1.684426e-01,3.545910e-08,5.936739e+00,1.684426e-01,6.364063e-01,9.998827e-01,5.835484e+01,1.713453e-01
2.760000e+00,3.721484e-01,7.041158e-01,3.788489e-04,5.594274e+00,1.786865e-01,3.788489e-04,5.594274e+00,1.786865e-01,3.788489e-04,5.594274e+00,1.786865e-01,2.283757e-08,5.943186e+00,1.682599e-01,2.283757e-08,5.943186e+00,1.682599e-01,2.283757e-08,5.943186e+00,1.682599e-01,2.283757e-08,5.943186e+00,1.682599e-01,3.443633e-08,5.937069e+00,1.684333e-01,3.443633e-08,5.937069e+00,1.684333e-01,3.443633e-08,5.937069e+00,1.684333e-01,6.377223e-01,9.998863e-01,5.836677e+01,1.713109e-01
2.770000e+00,3.741328e-01,7.052530e-01,3.671948e-04,5.597441e+00,1.785875e-01,3.671948e-04,5.597441e+00,1.785875e-01,3.671948e-04,5.597441e+00,1.785875e-01,2.212174e-08,5.943507e+00,1.682508e-01,2.212174e-08,5.943507e+00,1.682508e-01,2.212174e-08,5.943507e+00,1.682508e-01,2.212174e-08,5.943507e+00,1.682508e-01,3.344831e-08,5.937395e+00,1.684240e-01,3.344831e-08,5.937395e+00,1.684240e-01,3.344831e-08,5.937395e+00,1.684240e-01,6.390289e-01,9.998898e-01,5.837854e+01,1.712770e-01
2.780000e+00,3.761056e-01,7.063813e-01,3.559511e-04,5.600561e+00,1.784900e-01,3.559511e-04,5.600561e+00,1.784900e-01,3.559511e-04,5.600561e+00,1.784900e-01,2.143193e-08,5.943824e+00,1.682419e-01,2.143193e-08,5.943824e+00,1.682419e-01,2.143193e-08,5.943824e+00,1.682419e-01,2.143193e-08,5.943824e+00,1.682419e-01,3.249368e-08,5.937718e+00,1.684149e-01,3.249368e-08,5.937718e+00,1.684149e-01,3.249368e-08,5.937718e+00,1.684149e-01,6.403262e-01,9.998932e-01,5.839013e+01,1.712435e-01
2.790000e+00,3.780669e-01,7.075010e-01,3.451018e-04,5.603634e+00,1.783940e-01,3.451018e-04,5.603634e+00,1.783940e-01,3.451018e-04,5.603634e+00,1.783940e-01,2.076707e-08,5.944138e+00,1.682330e-01,2.076707e-08,5.944138e+00,1.682330e-01,2.076707e-08,5.944138e+00,1.682330e-01,2.076707e-08,5.944138e+00,1.682330e-01,3.157114e-08,5.938038e+00,1.684058e-01,3.157114e-08,5.938038e+00,1.684058e-01,3.157114e-08,5.938038e+00,1.684058e-01,6.416142e-01,9.998965e-01,5.840157e+01,1.712106e-01
2.800000e+00,3.800168e-01,7.086121e-01,3.346313e-04,5.606662e+00,1.782996e-01,3.346313e-04,5.606662e+00,1.782996e-01,3.346313e-04,5.606662e+00,1.782996e-01,2.012614e-08,5.944448e+00,1.682242e-01,2.012614e-08,5.944448e+00,1.682242e-01,2.012614e-08,5.944448e+00,1.682242e-01,2.012614e-08,5.944448e+00,1.682242e-01,3.067945e-08,5.938354e+00,1.683968e-01,3.067945e-08,5.938354e+00,1.683968e-01,3.067945e-08,5.938354e+00,1.683968e-01,6.428930e-01,9.998996e-01,5.841284e+01,1.711780e-01
2.810000e+00,3.819554e-01,7.097146e-01,3.245248e-04,5.609645e+00,1.782065e-01,3.245248e-04,5.609645e+00,1.782065e-01,3.245248e-04,5.609645e+00,1.782065e-01,1.950815e-08,5.944755e+00,1.682155e-01,1.950815e-08,5.944755e+00,1.682155e-01,1.950815e-08,5.944755e+00,1.682155e-01,1.950815e-08,5.944755e+00,1.682155e-01,2.981742e-08,5.938667e+00,1.683880e-01,2.981742e-08,5.938667e+00,1.683880e-01,2.981742e-08,5.938667e+00,1.683880e-01,6.441628e-01,9.999026e-01,5.842396e+01,1.711460e-01
2.820000e+00,3.838827e-01,7.108088e-01,3.147681e-04,5.612585e+00,1.781149e-01,3.147681e-04,5.612585e+00,1.781149e-01,3.147681e-04,5.612585e+00,1.781149e-01,1.891218e-08,5.945058e+00,1.682069e-01,1.891218e-08,5.945058e+00,1.682069e-01,1.891218e-08,5.945058e+00,1.682069e-01,1.891218e-08,5.945058e+00,1.682069e-01,2.898392e-08,5.938976e+00,1.683792e-01,2.898392e-08,5.938976e+00,1.683792e-01,2.898392e-08,5.938976e+00,1.683792e-01,6.454236e-01,9.999056e-01,5.843492e+01,1.711144e-01
2.830000e+00,3.857989e-01,7.118946e-01,3.053478e-04,5.615482e+00,1.780247e-01,3.053478e-04,5.615482e+00,1.780247e-01,3.053478e-04,5.615482e+00,1.780247e-01,1.833733e-08,5.945358e+00,1.681984e-01,1.833733e-08,5.945358e+00,1.681984e-01,1.833733e-08,5.945358e+00,1.681984e-01,1.833733e-08,5.945358e+00,1.681984e-01,2.817786e-08,5.939283e+00,1.683705e-01,2.817786e-08,5.939283e+00,1.683705e-01,2.817786e-08,5.939283e+00,1.683705e-01,6.466755e-01,9.999084e-01,5.844573e+01,1.710832e-01
2.840000e+00,3.877040e-01,7.129723e-01,2.962507e-04,5.618337e+00,1.779359e-01,2.962507e-04,5.618337e+00,1.779359e-01,2.962507e-04,5.618337e+00,1.779359e-01,1.778276e-08,5.945655e+00,1.681900e-01,1.778276e-08,5.945655e+00,1.681900e-01,1.778276e-08,5.945655e+00,1.681900e-01,1.778276e-08,5.945655e+00,1.681900e-01,2.739820e-08,5.939586e+00,1.683619e-01,2.739820e-08,5.939586e+00,1.683619e-01,2.739820e-08,5.939586e+00,1.683619e-01,6.479186e-01,9.999111e-01,5.845639e+01,1.710525e-01
2.850000e+00,3.895981e-01,7.140418e-01,2.874645e-04,5.621151e+00,1.778484e-01,2.874645e-04,5.621151e+00,1.778484e-01,2.874645e-04,5.621151e+00,1.778484e-01,1.724764e-08,5.945949e+00,1.681817e-01,1.724764e-08,5.945949e+00,1.681817e-01,1.724764e-08,5.945949e+00,1.681817e-01,1.724764e-08,5.945949e+00,1.681817e-01,2.664394e-08,5.939886e+00,1.683534e-01,2.664394e-08,5.939886e+00,1.683534e-01,2.664394e-08,5.939886e+00,1.683534e-01,6.491531e-01,9.999137e-01,5.846691e+01,1.710222e-01
2.860000e+00,3.914813e-01,7.151033e-01,2.789772e-04,5.623925e+00,1.777622e-01,2.789772e-04,5.623925e+00,1.777622e-01,2.789772e-04,5.623925e+00,1.777622e-01,1.673121e-08,5.946239e+00,1.681735e-01,1.673121e-08,5.946239e+00,1.681735e-01,1.673121e-08,5.946239e+00,1.681735e-01,1.673121e-08,5.946239e+00,1.681735e-01,2.591413e-08,5.940184e+00,1.683450e-01,2.591413e-08,5.940184e+00,1.683450e-01,2.591413e-08,5.940184e+00,1.683450e-01,6.503789e-01,9.999163e-01,5.847728e+01,1.709923e-01
2.870000e+00,3.933536e-01,7.161569e-01,2.707775e-04,5.626660e+00,1.776772e-01,2.707775e-04,5.626660e+00,1.776772e-01,2.707775e-04,5.626660e+00,1.776772e-01,1.623272e-08,5.946527e+00,1.681654e-01,1.623272e-08,5.946527e+00,1.681654e-01,1.623272e-08,5.946527e+00,1.681654e-01,1.623272e-08,5.946527e+00,1.681654e-01,2.520785e-08,5.940478e+00,1.683366e-01,2.520785e-08,5.940478e+00,1.683366e-01,2.520785e-08,5.940478e+00,1.683366e-01,6.515963e-01,9.999188e-01,5.848752e+01,1.709628e-01
2.880000e+00,3.952152e-01,7.172026e-01,2.628544e-04,5.629356e+00,1.775935e-01,2.628544e-04,5.629356e+00,1.775935e-01,2.628544e-04,5.629356e+00,1.775935e-01,1.575146e-08,5.946811e+00,1.681573e-01,1.575146e-08,5.946811e+00,1.681573e-01,1.575146e-08,5.946811e+00,1.681573e-01,1.575146e-08,5.946811e+00,1.681573e-01,2.452425e-08,5.940769e+00,1.683284e-01,2.452425e-08,5.940769e+00,1.683284e-01,2.452425e-08,5.940769e+00,1.683284e-01,6.528052e-01,9.999211e-01,5.849762e+01,1.709336e-01
2.890000e+00,3.970662e-01,7.182406e-01,2.551974e-04,5.632015e+00,1.775110e-01,2.551974e-04,5.632015e+00,1.775110e-01,2.551974e-04,5.632015e+00,1.775110e-01,1.528676e-08,5.947092e+00,1.681494e-01,1.528676e-08,5.947092e+00,1.681494e-01,1.528676e-08,5.947092e+00,1.681494e-01,1.528676e-08,5.947092e+00,1.681494e-01,2.386247e-08,5.941057e+00,1.683202e-01,2.386247e-08,5.941057e+00,1.683202e-01,2.386247e-08,5.941057e+00,1.683202e-01,6.540057e-01,9.999234e-01,5.850759e+01,1.709049e-01
2.900000e+00,3.989065e-01,7.192709e-01,2.477965e-04,5.634636e+00,1.774298e-01,2.477965e-04,5.634636e+00,1.774298e-01,2.477965e-04,5.634636e+00,1.774298e-01,1.483797e-08,5.947371e+00,1.681415e-01,1.483797e-08,5.947371e+00,1.681415e-01,1.483797e-08,5.947371e+00,1.681415e-01,1.483797e-08,5.947371e+00,1.681415e-01,2.322171e-08,5.941343e+00,1.683121e-01,2.322171e-08,5.941343e+00,1.683121e-01,2.322171e-08,5.941343e+00,1.683121e-01,6.551981e-01,9.999256e-01,5.851742e+01,1.708766e-01
